Board;Jugador;Subasta_Real;Grilla;Force;Min_HCP;Max_HCP;Min_S;Max_S;Min_H;Max_H;Min_D;Max_D;Min_C;Max_C;Subasta_Predicha;Es_Correcta;Confianza;Subasta_Previa
18;S;Pass;0;No;0;11;0;6;0;6;0;3;0;6;Pass;SI;0.9977;Pass - Pass - 1Tre - 1Dia - 1NT
18;W;2Cor;250;Si;15;21;0;3;4;5;0;3;5;7;2Dia;NO;0.7755;Pass - Pass - 1Tre - 1Dia - 1NT - Pass
18;N;Pass;0;No;8;17;0;4;0;4;5;9;0;5;2Tre;NO;0.9324;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor
18;E;2NT;290;No;7;10;2;3;2;3;3;5;2;5;3Tre;NO;0.8352;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor - Pass
18;S;Pass;0;No;0;11;0;6;0;6;0;3;0;6;Pass;SI;0.9962;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor - Pass - 2NT
18;W;3Cor;350;No;15;18;0;3;5;5;0;3;6;7;4Dia;NO;0.5875;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor - Pass - 2NT - Pass
18;N;Pass;0;No;8;17;0;4;0;4;5;9;0;5;2Cor;NO;0.5274;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor - Pass - 2NT - Pass - 3Cor
18;E;4Cor;450;No;7;10;2;3;3;3;3;5;2;5;4Cor;SI;0.4738;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor - Pass - 2NT - Pass - 3Cor - Pass
18;S;Pass;0;No;0;11;0;6;0;6;0;3;0;6;Pass;SI;0.9955;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor - Pass - 2NT - Pass - 3Cor - Pass - 4Cor
18;W;Pass;0;No;15;18;0;3;5;5;0;3;6;7;4NT;NO;0.8571;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor - Pass - 2NT - Pass - 3Cor - Pass - 4Cor - Pass
18;N;Pass;0;No;8;17;0;4;0;4;5;9;0;5;Pass;SI;0.5513;Pass - Pass - 1Tre - 1Dia - 1NT - Pass - 2Cor - Pass - 2NT - Pass - 3Cor - Pass - 4Cor - Pass - Pass
19;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9962;
19;W;1Pic;170;No;11;21;5;9;0;9;0;9;0;9;1Dia;NO;0.7051;Pass
19;N;2Pic;270;Si;8;18;0;3;4;5;0;6;0;6;Pass;NO;0.4985;Pass - 1Pic
19;E;3Cor;350;Si;9;15;3;9;0;4;0;5;0;5;2Cor;NO;0.2704;Pass - 1Pic - 2Pic
19;S;4Tre;410;No;0;10;0;3;0;2;4;6;4;6;Pass;NO;0.8732;Pass - 1Pic - 2Pic - 3Cor
19;W;4Pic;470;No;11;21;5;9;0;9;0;9;0;9;4Pic;SI;0.7041;Pass - 1Pic - 2Pic - 3Cor - 4Tre
19;N;5Dia;530;No;12;18;0;3;4;5;5;6;0;4;Pass;NO;0.5365;Pass - 1Pic - 2Pic - 3Cor - 4Tre - 4Pic
19;E;Pass;0;Si;9;15;3;9;0;4;0;5;0;5;Pass;SI;0.6865;Pass - 1Pic - 2Pic - 3Cor - 4Tre - 4Pic - 5Dia
19;S;Pass;0;No;0;10;0;3;0;2;4;6;4;6;4NT;NO;0.9672;Pass - 1Pic - 2Pic - 3Cor - 4Tre - 4Pic - 5Dia - Pass
19;W;Pass;0;No;11;21;5;9;0;9;0;9;0;9;4NT;NO;0.9126;Pass - 1Pic - 2Pic - 3Cor - 4Tre - 4Pic - 5Dia - Pass - Pass
20;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9986;
20;N;1NT;190;No;14;17;0;5;0;5;0;5;0;5;1Tre;NO;0.6272;Pass
20;E;2Dia;230;Si;10;18;0;7;0;7;0;4;0;4;2NT;NO;0.8085;Pass - 1NT
20;S;Pass;0;No;0;8;0;4;0;4;0;5;0;5;X;NO;0.9541;Pass - 1NT - 2Dia
20;W;2Cor;250;No;0;11;0;6;0;6;0;6;0;6;2Cor;SI;0.805;Pass - 1NT - 2Dia - Pass
20;N;Pass;0;No;14;17;0;5;0;5;0;5;0;5;2Pic;NO;0.5505;Pass - 1NT - 2Dia - Pass - 2Cor
20;E;2Pic;270;No;10;18;5;7;0;4;0;4;0;4;2Pic;SI;0.4435;Pass - 1NT - 2Dia - Pass - 2Cor - Pass
20;S;Pass;0;No;0;8;0;4;0;4;0;5;0;5;3Pic;NO;0.8119;Pass - 1NT - 2Dia - Pass - 2Cor - Pass - 2Pic
20;W;Pass;0;No;0;11;0;3;0;6;0;6;0;6;Pass;SI;0.9855;Pass - 1NT - 2Dia - Pass - 2Cor - Pass - 2Pic - Pass
20;N;Pass;0;No;14;17;0;5;0;5;0;5;0;5;4Cor;NO;0.4471;Pass - 1NT - 2Dia - Pass - 2Cor - Pass - 2Pic - Pass - Pass
21;N;1NT;190;No;14;17;2;5;2;5;2;5;2;5;1NT;SI;0.9998;
21;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9979;1NT
21;S;2Pic;270;Si;8;14;2;4;2;4;2;6;2;9;1NT;NO;0.5956;1NT - Pass
21;W;X;271;No;8;15;5;9;0;4;0;5;0;5;X;SI;0.9648;1NT - Pass - 2Pic
21;N;Pass;0;No;14;17;2;5;2;5;2;5;2;5;Pass;SI;0.4114;1NT - Pass - 2Pic - X
21;E;Pass;0;No;0;11;0;3;0;6;0;6;0;6;Pass;SI;0.7368;1NT - Pass - 2Pic - X - Pass
21;S;5Tre;510;No;10;14;2;4;2;4;2;6;6;9;4Cor;NO;0.5229;1NT - Pass - 2Pic - X - Pass - Pass
21;W;Pass;0;No;8;15;5;9;0;4;0;5;0;5;X;NO;0.6992;1NT - Pass - 2Pic - X - Pass - Pass - 5Tre
21;N;Pass;0;No;14;17;2;5;2;5;2;5;2;5;Pass;SI;0.6733;1NT - Pass - 2Pic - X - Pass - Pass - 5Tre - Pass
21;E;Pass;0;No;0;11;0;3;0;6;0;6;0;6;Pass;SI;0.9999;1NT - Pass - 2Pic - X - Pass - Pass - 5Tre - Pass - Pass
22;E;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9994;
22;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9802;1Dia
22;W;2Tre;210;Si;10;29;0;4;0;4;0;4;5;9;5Tre;NO;0.6914;1Dia - Pass
22;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9979;1Dia - Pass - 2Tre
22;E;2Pic;270;Si;11;21;4;4;0;4;4;9;0;3;2Cor;NO;0.8578;1Dia - Pass - 2Tre - Pass
22;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9992;1Dia - Pass - 2Tre - Pass - 2Pic
22;W;4Tre;410;Si;14;29;0;4;0;4;0;4;7;9;3Pic;NO;0.4832;1Dia - Pass - 2Tre - Pass - 2Pic - Pass
22;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9994;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre
22;E;4Cor;450;Si;11;21;4;4;0;4;4;9;1;3;4Cor;SI;0.969;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass
22;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9986;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor
22;W;4NT;490;Si;16;29;0;4;0;4;0;4;7;9;4Pic;NO;0.8044;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor - Pass
22;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9996;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor - Pass - 4NT
22;E;5Cor;550;Si;11;21;4;4;0;4;4;9;1;3;5Cor;SI;0.5934;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor - Pass - 4NT - Pass
22;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9521;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor - Pass - 4NT - Pass - 5Cor
22;W;6Tre;610;No;16;29;0;4;0;4;0;4;7;9;6Cor;NO;0.4993;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor - Pass - 4NT - Pass - 5Cor - Pass
22;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9882;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor - Pass - 4NT - Pass - 5Cor - Pass - 6Tre
22;E;Pass;0;Si;11;21;4;4;0;4;4;9;1;3;6Pic;NO;0.9823;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor - Pass - 4NT - Pass - 5Cor - Pass - 6Tre - Pass
22;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9967;1Dia - Pass - 2Tre - Pass - 2Pic - Pass - 4Tre - Pass - 4Cor - Pass - 4NT - Pass - 5Cor - Pass - 6Tre - Pass - Pass
23;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9962;
23;W;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.9998;Pass
23;N;X;111;No;10;29;3;9;3;9;2;9;0;3;2NT;NO;0.582;Pass - 1Tre
23;E;1Pic;170;Si;5;9;4;9;0;3;0;5;0;5;Pass;NO;0.6785;Pass - 1Tre - X
23;S;Pass;0;No;0;7;0;4;0;5;0;6;0;6;2Pic;NO;0.7422;Pass - 1Tre - X - 1Pic
23;W;1NT;190;No;11;14;2;4;2;4;2;3;2;5;1NT;SI;0.9983;Pass - 1Tre - X - 1Pic - Pass
23;N;Pass;0;No;10;15;3;5;3;5;2;5;0;3;2Tre;NO;0.9188;Pass - 1Tre - X - 1Pic - Pass - 1NT
23;E;Pass;0;Si;5;9;4;9;0;3;0;5;0;5;3Dia;NO;0.4635;Pass - 1Tre - X - 1Pic - Pass - 1NT - Pass
23;S;2Cor;250;No;5;7;0;4;4;5;0;6;0;6;X;NO;0.4506;Pass - 1Tre - X - 1Pic - Pass - 1NT - Pass - Pass
23;W;Pass;0;No;11;14;2;4;2;4;2;3;2;5;X;NO;0.8318;Pass - 1Tre - X - 1Pic - Pass - 1NT - Pass - Pass - 2Cor
23;N;Pass;0;No;10;15;3;5;3;5;2;5;0;3;3Tre;NO;0.5716;Pass - 1Tre - X - 1Pic - Pass - 1NT - Pass - Pass - 2Cor - Pass
23;E;Pass;0;Si;5;9;4;9;0;3;0;5;0;5;Pass;SI;0.8813;Pass - 1Tre - X - 1Pic - Pass - 1NT - Pass - Pass - 2Cor - Pass - Pass
24;W;1NT;190;No;14;17;2;5;2;5;2;5;2;5;1NT;SI;0.9954;
24;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9976;1NT
24;E;2Tre;210;Si;0;25;0;5;0;5;0;6;0;6;2Cor;NO;0.6774;1NT - Pass
24;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9901;1NT - Pass - 2Tre
24;W;2Pic;270;No;14;17;4;5;2;3;2;5;2;5;2Dia;NO;0.7481;1NT - Pass - 2Tre - Pass
24;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9988;1NT - Pass - 2Tre - Pass - 2Pic
24;E;4Pic;470;No;9;15;4;5;0;4;0;5;0;5;4Pic;SI;0.3499;1NT - Pass - 2Tre - Pass - 2Pic - Pass
24;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9996;1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic
24;W;Pass;0;No;14;17;4;5;2;3;2;5;2;5;4NT;NO;0.9936;1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic - Pass
24;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9999;1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic - Pass - Pass
25;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
25;E;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.999;Pass
25;S;X;111;No;10;29;3;9;3;9;2;9;0;3;2NT;NO;0.7401;Pass - 1Tre
25;W;3Tre;310;No;0;7;0;4;0;4;0;5;5;6;4Pic;NO;0.427;Pass - 1Tre - X
25;N;Pass;0;No;0;10;0;6;0;6;0;6;0;6;Pass;SI;0.5508;Pass - 1Tre - X - 3Tre
25;E;Pass;0;No;11;21;0;4;0;4;0;3;2;9;1Dia;NO;0.6355;Pass - 1Tre - X - 3Tre - Pass
25;S;3NT;390;No;18;25;3;4;3;4;2;5;2;3;3NT;SI;0.8309;Pass - 1Tre - X - 3Tre - Pass - Pass
25;W;Pass;0;No;0;7;0;4;0;4;0;5;5;6;4Pic;NO;0.5766;Pass - 1Tre - X - 3Tre - Pass - Pass - 3NT
25;N;Pass;0;No;0;10;0;6;0;6;0;6;0;6;4Cor;NO;0.9678;Pass - 1Tre - X - 3Tre - Pass - Pass - 3NT - Pass
25;E;Pass;0;No;11;21;0;4;0;4;0;3;2;9;Pass;SI;0.9123;Pass - 1Tre - X - 3Tre - Pass - Pass - 3NT - Pass - Pass
26;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9992;
26;S;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.9998;Pass
26;W;X;111;No;12;29;3;5;3;5;3;5;0;3;X;SI;0.9998;Pass - 1Tre
26;N;1Dia;130;Si;5;12;0;4;0;3;4;9;0;4;3Tre;NO;0.3462;Pass - 1Tre - X
26;E;Pass;0;No;0;11;0;4;0;4;0;6;0;6;2Tre;NO;0.8674;Pass - 1Tre - X - 1Dia
26;S;1Cor;150;No;11;14;0;4;4;4;0;3;2;5;1NT;NO;0.5031;Pass - 1Tre - X - 1Dia - Pass
26;W;Pass;0;No;12;15;3;5;3;5;3;5;0;3;1Pic;NO;0.9383;Pass - 1Tre - X - 1Dia - Pass - 1Cor
26;N;1NT;190;No;5;10;2;4;1;3;4;5;2;4;2Pic;NO;0.7367;Pass - 1Tre - X - 1Dia - Pass - 1Cor - Pass
26;E;Pass;0;No;0;11;0;4;0;4;0;6;0;6;2Tre;NO;0.9904;Pass - 1Tre - X - 1Dia - Pass - 1Cor - Pass - 1NT
26;S;Pass;0;No;11;14;0;4;4;4;0;3;2;5;3Tre;NO;0.6608;Pass - 1Tre - X - 1Dia - Pass - 1Cor - Pass - 1NT - Pass
26;W;Pass;0;No;12;15;3;5;3;5;3;5;0;3;X;NO;0.9522;Pass - 1Tre - X - 1Dia - Pass - 1Cor - Pass - 1NT - Pass - Pass
27;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9962;
27;W;1Cor;150;No;11;21;0;4;5;9;0;6;0;6;1Cor;SI;0.9975;Pass
27;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.7418;Pass - 1Cor
27;E;2Tre;210;Si;12;29;0;4;0;4;0;4;1;5;2Tre;SI;0.9845;Pass - 1Cor - Pass
27;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9978;Pass - 1Cor - Pass - 2Tre
27;W;2Pic;270;Si;15;21;4;5;5;6;0;4;0;4;2Cor;NO;0.8956;Pass - 1Cor - Pass - 2Tre - Pass
27;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9981;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic
27;E;3Cor;350;Si;12;29;0;4;3;4;0;4;1;5;Pass;NO;0.365;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass
27;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9997;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor
27;W;4Tre;410;Si;15;21;4;5;5;6;0;4;0;4;4Tre;SI;0.9344;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass
27;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9994;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre
27;E;4Dia;430;Si;12;29;0;4;3;4;0;4;1;5;4Cor;NO;0.536;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass
27;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9996;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia
27;W;4NT;490;Si;15;21;4;5;5;6;0;4;0;4;4Cor;NO;0.5744;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass
27;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9974;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT
27;E;5Pic;570;Si;12;29;0;4;3;4;0;4;1;5;5Pic;SI;0.9347;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass
27;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.87;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic
27;W;6Cor;650;No;15;21;4;5;5;6;0;4;0;4;6Tre;NO;0.9268;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic - Pass
27;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9215;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic - Pass - 6Cor
27;E;Pass;0;Si;12;29;0;4;3;4;0;4;1;5;6Tre;NO;0.9755;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic - Pass - 6Cor - Pass
27;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9957;Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic - Pass - 6Cor - Pass - Pass
28;W;1Pic;170;No;11;21;5;9;0;6;0;6;0;6;1Pic;SI;0.9999;
28;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9979;1Pic
28;E;3NT;390;No;12;15;3;3;2;4;2;4;2;4;1Pic;NO;0.8745;1Pic - Pass
28;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9996;1Pic - Pass - 3NT
28;W;4Pic;470;No;11;21;5;9;0;6;0;6;0;6;4Cor;NO;0.5211;1Pic - Pass - 3NT - Pass
28;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9997;1Pic - Pass - 3NT - Pass - 4Pic
28;E;Pass;0;No;12;15;3;3;2;4;2;4;2;4;Pass;SI;0.9369;1Pic - Pass - 3NT - Pass - 4Pic - Pass
28;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9988;1Pic - Pass - 3NT - Pass - 4Pic - Pass - Pass
29;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
29;E;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.999;Pass
29;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9977;Pass - 1Tre
29;W;1Pic;170;No;5;29;4;9;0;6;0;6;0;6;1Pic;SI;0.9984;Pass - 1Tre - Pass
29;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9984;Pass - 1Tre - Pass - 1Pic
29;E;2Tre;210;No;11;16;0;3;0;4;0;3;5;9;1Pic;NO;0.7186;Pass - 1Tre - Pass - 1Pic - Pass
29;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9895;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre
29;W;2Dia;230;Si;12;29;4;9;0;6;0;6;0;6;2Dia;SI;0.9904;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass
29;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9967;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia
29;E;2Cor;250;Si;11;16;0;2;4;4;0;3;5;9;3Tre;NO;0.9354;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass
29;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9994;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor
29;W;3NT;390;No;12;15;4;5;2;3;2;3;2;4;2Pic;NO;0.7888;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor - Pass
29;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9991;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor - Pass - 3NT
29;E;Pass;0;Si;11;16;0;2;4;4;0;3;5;9;4Cor;NO;0.9999;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor - Pass - 3NT - Pass
29;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9996;Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor - Pass - 3NT - Pass - Pass
30;E;1NT;190;No;14;17;2;5;2;5;2;5;2;5;1NT;SI;0.9282;
30;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9971;1NT
30;W;2Pic;270;Si;8;15;0;4;0;4;0;6;0;6;1Pic;NO;0.4453;1NT - Pass
30;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9972;1NT - Pass - 2Pic
30;E;2NT;290;No;14;15;2;5;2;5;2;5;2;5;3NT;NO;0.9616;1NT - Pass - 2Pic - Pass
30;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9993;1NT - Pass - 2Pic - Pass - 2NT
30;W;3Cor;350;Si;9;15;2;4;0;1;0;6;0;6;4Cor;NO;0.8917;1NT - Pass - 2Pic - Pass - 2NT - Pass
30;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9786;1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor
30;E;3NT;390;No;14;15;2;5;2;5;2;5;2;5;3NT;SI;0.9997;1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor - Pass
30;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.998;1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor - Pass - 3NT
30;W;Pass;0;No;9;15;2;4;0;1;0;6;0;6;4Cor;NO;0.9987;1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor - Pass - 3NT - Pass
30;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9961;1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor - Pass - 3NT - Pass - Pass
31;S;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9975;
31;W;2Pic;270;No;4;8;5;6;0;3;0;4;0;4;3Pic;NO;0.9888;1Dia
31;N;3NT;390;No;12;15;2;4;2;4;1;4;2;5;X;NO;0.5535;1Dia - 2Pic
31;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9987;1Dia - 2Pic - 3NT
31;S;Pass;0;No;11;14;0;4;0;4;4;5;0;6;4Cor;NO;0.4645;1Dia - 2Pic - 3NT - Pass
31;W;Pass;0;No;4;8;5;6;0;3;0;4;0;4;Pass;SI;0.9427;1Dia - 2Pic - 3NT - Pass - Pass
32;W;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9998;
32;N;1Cor;150;No;8;16;0;4;5;7;0;4;0;4;2Tre;NO;0.9821;1Dia
32;E;2Dia;230;No;5;9;0;3;0;4;4;5;0;5;Pass;NO;0.3837;1Dia - 1Cor
32;S;Pass;0;No;0;10;0;5;0;3;0;5;0;5;X;NO;0.5763;1Dia - 1Cor - 2Dia
32;W;Pass;0;No;11;14;0;4;0;4;4;5;0;6;2Cor;NO;0.8885;1Dia - 1Cor - 2Dia - Pass
32;N;Pass;0;No;8;16;0;4;5;7;0;4;0;4;2Tre;NO;0.5489;1Dia - 1Cor - 2Dia - Pass - Pass
33;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
33;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9985;Pass
33;S;2Tre;210;Si;19;29;0;9;0;9;0;9;0;9;2Tre;SI;0.9998;Pass - Pass
33;W;Pass;0;No;0;18;0;6;0;6;0;6;0;6;X;NO;0.603;Pass - Pass - 2Tre
33;N;2Pic;270;Si;6;11;5;9;0;4;0;4;0;4;3Tre;NO;0.6387;Pass - Pass - 2Tre - Pass
33;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9994;Pass - Pass - 2Tre - Pass - 2Pic
33;S;3Tre;310;Si;19;29;0;2;0;4;0;4;5;9;4Tre;NO;0.6423;Pass - Pass - 2Tre - Pass - 2Pic - Pass
33;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9976;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre
33;N;4Tre;410;Si;6;11;5;6;0;4;0;4;3;4;3Tre;NO;0.9423;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass
33;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9998;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre
33;S;4Dia;430;Si;19;29;0;2;0;4;0;4;5;9;4Cor;NO;0.5054;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass
33;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9993;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia
33;N;4Pic;470;Si;6;11;5;6;0;4;0;4;3;4;4Cor;NO;0.9821;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass
33;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9994;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic
33;S;4NT;490;Si;19;29;0;2;0;4;0;4;5;9;5Pic;NO;0.4789;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass
